"atrybut1" "atrybut2" "atrybut3" "klasa"
"1" 9.08742856602934 3.43968856651352 5.45619350254988 "A"
"2" 15.1048315116465 6.0747175735124 27.0514367330981 "D"
"3" 0.975750725376559 1.56131210303723 43.2385084073155 "B"
"4" 11.1244614305046 6.63790095649622 8.83059548610716 "A"
"5" 14.7962009231293 6.58783669471152 12.7971858588879 "D"
"6" 35.4345653455196 5.66593317331383 43.8206571375818 "C"
"7" 32.9908496813734 4.68023829694516 51.5282426567189 "C"
"8" 0.573543617313431 2.10383815346545 20.7340079238475 "B"
"9" 1.18202319668829 3.38950033536416 35.3103564743598 "B"
"10" 32.5532186106349 4.22259602524741 67.3931424665455 "C"
"11" 32.9336082062897 7.98390221286499 61.0130299667493 "C"
"12" 32.1232323813864 5.62991292402111 30.2259023153293 "C"
"13" 2.35249173733002 2.19333881083131 49.6443388430472 "B"
"14" 0.733102270868176 0.772978731315527 48.0947091317659 "B"
"15" -0.841998029099435 4.14295670879799 10.2434539061354 "B"
"16" 33.0416014075833 3.87083373130451 -6.61642312727107 "C"
"17" 9.74536189629739 7.53631941141869 13.6205332812015 "A"
"18" 33.9581477820737 6.03932236317256 41.5381339739856 "C"
"19" 15.9023098996615 4.76896832533617 0.62226755241652 "D"
"20" 15.1536740419617 5.21303016053369 -33.2762777684419 "D"
"21" 12.4331348428551 10.0776872033452 19.9701827972218 "A"
"22" 14.9623375511794 3.12243506327942 6.99190460986773 "D"
"23" 3.21970107056413 4.20834925040804 12.994372399031 "B"
"24" 15.0488894354222 1.40141782997678 29.2318791095902 "D"
"25" 15.6935946853183 3.47149243044231 10.5246511456396 "D"
"26" 30.9571944914027 4.85370802126743 44.2066089541963 "C"
"27" 0.317178703838944 3.97157080954083 78.3462338305473 "B"
"28" 33.1652198986877 6.14716145327185 96.65331600678 "C"
"29" 31.696639808745 5.68169522218223 84.9818516445632 "C"
"30" 33.5735002287372 4.48253059131844 9.79696967136048 "C"
"31" 14.5831594792248 4.74533108077149 30.9244187435071 "D"
"32" 34.8020381429236 8.17274561050569 30.2651132626348 "C"
"33" 31.0221167571924 5.14072312540359 30.3555735532952 "C"
"34" 13.9734739328936 1.25479226419401 24.6325685301221 "D"
"35" 34.6522730030397 1.625019719228 44.0806983635965 "C"
"36" 34.7526820376163 7.29699532442288 66.5689955408881 "C"
"37" 32.1684194473305 5.74777553456977 74.1811265611715 "C"
"38" 13.5339332139982 4.46308640572311 12.8096347453454 "D"
"39" 10.3492132019873 3.6261602382507 -3.75404791127499 "A"
"40" 1.46626675120574 1.01951529715198 37.1363781767625 "B"
"41" 3.42752585551477 2.35882019913372 49.3663285843949 "B"
"42" 2.92208159780826 2.28174734579906 -6.05098743638198 "B"
"43" 1.50868696863258 0.417948016802784 7.9968137326143 "B"
"44" 33.6953423080815 6.66791920849682 45.6979367937234 "C"
"45" 2.89340102918352 0.146324393125519 43.091343682564 "B"
"46" 9.67506718003537 3.35416961361825 43.5903993929339 "A"
"47" 15.7091508593796 4.11796661088387 5.0653775611134 "D"
"48" 9.68778107120334 5.28640750343735 37.3488019332846 "A"
"49" 0.635131704992394 3.56902012818142 61.7461749086222 "B"
"50" 2.9172485517773 3.72622919347055 37.7996024355619 "B"
"51" 32.8720292421125 7.22573369289021 63.8690101591702 "C"
"52" 16.7514422677887 2.96390389464642 27.9184289847586 "D"
"53" 14.3852339658089 2.78242023359347 9.00485877956201 "D"
"54" 1.35304788254872 3.0060458596603 51.1340553252821 "B"
"55" 15.4126531696113 3.71723129831419 0.112463071410687 "D"
"56" 32.4366279423444 2.31342949737193 52.108975768309 "C"
"57" 2.40682607022989 3.02836112526558 60.2603352821872 "B"
"58" 15.126765264286 5.22649963734096 -17.370251652766 "D"
"59" 14.9568531784158 5.68701295890656 11.3362914996337 "D"
"60" 12.4853751583308 8.36222128862104 21.6294063294824 "A"
"61" 15.2581682006806 3.46775325411682 -13.3380241699279 "D"
"62" 9.73612330568274 6.76000527081028 37.6277683584723 "A"
"63" 16.3493699012232 5.00588719626021 -2.890776994584 "D"
"64" 4.26443089664846 4.40906026872059 24.9499280841989 "B"
"65" -0.282940092035262 6.04280202040805 43.5689387774199 "B"
"66" 11.2085375297061 3.74343244018436 -23.4125968168592 "A"
"67" 14.4917919917501 3.45595413987113 -28.3544581842991 "D"
"68" 32.0682198877549 4.1941562572814 37.5207644952837 "C"
"69" 32.4695095890635 5.79398496335128 86.4509034283675 "C"
